pid,name,tf_pid,tf_name,fifa_pid,fifa_name
7949,José Manuel   Reina Páez,7825,Pepe Reina,24630,José Manuel Reina Páez
339857,José Manuel  Arnáiz Díaz,364603,Jose Manuel Arnaiz,231530,José Manuel Arnáiz Díaz
265807,José Manuel  García Naranjo,272679,Jose Naranjo,215568,José Manuel García Naranjo
14866,José Manuel  Jurado Marín,28261,Jose Manuel Jurado,159171,José Manuel Jurado Marín
213124,José Manuel  Rodríguez Benito,248330,Chema Rodriguez,219777,José Manuel Rodríguez Benito
20460,José Martín  Cáceres Silva,54935,Martin Caceres,182495,Martín Cáceres
3313,José María  Callejón Bueno,61253,Jose Callejon,185020,José María Callejón Bueno
227894,José María  Giménez de Vargas,250845,Jose Maria Gimenez,216460,José María Giménez
8126,José Miguel  da Rocha Fonte,33829,Jose Fonte,171791,José Miguel da Rocha Fonte
14909,José Paolo  Guerrero González,-1,,-1,
40550,José Paulo  Bezzera Maciel Júnior,-1,,187961,José Paulo Bezerra M. Júnior
86325,José Ramiro  Funes Mori,11111,Ramiro Funes Mori,199667,Ramiro Funes Mori
41904,José Rodolfo  Pires Ribeiro,-1,,193571,José Rodolfo Pires Ribeiro
3577,José Salomón  Rondón Giménez,80197,Salomon Rondon,189250,Salomón Rondón
4363,José Vicente  Gómez Umpiérrez,153236,Vicente Gomez,199977,José Vicente Gómez Umpiérrez
112542,José de Jesús  Corona Rodríguez,-1,,156412,José de Jesús Corona
3470,José Ángel  Gómez Campaña,120095,Jose Campana,199823,José Gómez Campaña
20436,José Ángel  Valdés Díaz,-1,,190143,José Ángel Valdés Díaz
447782,Joy  Mukena,506213,Joy Mukena,-1,
4911,Jozabed  Sánchez Ruiz,207924,Jozabed Sanchez,210214,Jozabed Sánchez Ruiz
3431,João  Miranda de Souza Filho,33357,Miranda,168609,João Miranda de Souza Filho
40767,João Felipe  Schmidt Urbano,198859,Joao Schmidt,210533,João Felipe Schmidt Urbano
70093,João Filipe  Iria Santos Moutinho,29364,Joao Moutinho,162347,João Filipe Moutinho
70965,João Mário  Naval da Costa Eduardo ,-1,,212814,João Mário Naval Costa Eduardo
135903,João Pedro  Cavaco Cancelo,182712,Joao Cancelo,210514,João Pedro Cavaco Cancelo
116171,João Pedro Geraldino  dos Santos Galvão,-1,,199254,João Pedro G. Santos Galvão
14870,Joël Andre  Job Matip,82105,Joel Matip,197061,Joel Matip
3281,Juan  Bernat Velasco,126719,Juan Bernat,205069,Juan Bernat Velasco
568583,Juan  Cruz Diaz Espósito,585700,Juan Cruz,-1,
302547,Juan  Soriano Oropesa,251892,Juan Soriano,234790,Juan Soriano Oropesa
3468,Juan  Torres Ruiz,67089,Juan Cala,186519,Juan Torres Ruiz
3735,Juan Carlos  Pérez López,126625,Juankar,201509,Juan Carlos Pérez López
405974,Juan Cruz  Agüero Núñez,341228,Juan Aguero,-1,
91019,Juan Fernando  Quintero Paniagua,122582,Juan Fernando Quintero,210513,Juan Fernando Quintero
3325,Juan Francisco  Moreno Fuertes,64411,Juanfran Moreno,188135,Juan Francisco Moreno Fuertes
3447,Juan Francisco  Torres Belén,16635,Juanfran Torres,146760,Juan Francisco Torres Belén
20518,Juan Guilherme  Nunes Jesus,121985,Juan Jesus,200752,Juan Guilherme Nunes Jesus
20751,Juan Guillermo  Cuadrado Bello,91970,Juan Cuadrado,193082,Juan Cuadrado
91122,Juan José  Narváez Solarte,213595,Juanjo Narvaez,220815,Juan José Narváez
7906,Juan Manuel  Mata García,44068,Juan Mata,178088,Juan Manuel Mata García
415687,Juan Manuel  Valencia Aponzá,474621,Juan Manuel Valencia,233781,Juan Valencia
456053,Juan Marcos  Foyth,480763,Juan Foyth,237221,Juan Foyth
3576,Juan Miguel  Jiménez López,-1,,197891,Juan Miguel Jimenez López
5791,Juan Pablo  Añor Acosta,256680,Juanpi Anor,216468,Juan Pablo Añor
4360,Juan Pedro  Ramírez López,-1,,192715,Juan Pedro Ramírez López
217872,Jules  Iloki,227240,Jules Iloki,209304,Jules Iloki
410062,Jules  Koundé,411975,Jules Kounde,241486,Jules Koundé
15188,Julian  Baumgartlinger,34787,Julian Baumgartlinger,189606,Julian Baumgartlinger
146583,Julian  Brandt,187492,Julian Brandt,212194,Julian Brandt
14862,Julian  Draxler,85148,Julian Draxler,202166,Julian Draxler
16884,Julian  Korb,77809,Julian Korb,204307,Julian Korb
25919,Julian  Palmieri,-1,,182166,Julian Palmieri
241957,Julian  Pollersbeck,228975,Julian Pollersbeck,224440,Julian Pollersbeck
14764,Julian  Schieber,-1,,190664,Julian Schieber
14998,Julian  Schuster,29865,Julian Schuster,177520,Julian Schuster
224677,Julian  Weigl,196792,Julian Weigl,222028,Julian Weigl
25647,Julien  Féret,28328,Julien Feret,163804,Julien Féret
26055,Julien  Ielsch,18702,Julien Ielsch,157585,Julien Ielsch
448038,Julien  Ngoy,286005,Julien Ngoy,236464,Julien Ngoy
472126,Julien  Serrano,342216,Julien Serrano,240024,Julien Serrano
388832,Julio  Gracia Gallardo,391346,Julio Gracia,241181,Julio Gracia Gallardo
363648,Julio César  Villalba Gaona,-1,,239741,Julio Villalba
8391,Julián  Speroni,12814,Julian Speroni,49212,Julián Speroni
5195,Julián Omar  Ramos Suárez,58112,Omar Ramos,168930,Julián Omar Ramos Suárez
8959,Junior  Stanislas,87672,Junior Stanislas,189446,Junior Stanislas
21285,Juraj  Kucka,74943,Juraj Kucka,190875,Juraj Kucka
337781,Justin  Hoffmanns,276567,Justin Hoffmanns,241860,Justin Hoffmanns
414667,Justin  Hoogma,411287,Justin Hoogma,231823,Justin Hoogma
82230,Ján  Greguš,112317,Jan Gregus,194063,Ján Greguš
8238,Ján  Mucha,33195,Jan Mucha,171555,Ján Mucha
64985,Ján  Novota,-1,,-1,
101616,Ján  Ďurica,34421,Jan Durica,175671,Ján Ďurica
280116,Jérémie  Porsan-Clemente,290872,Jeremie Porsan Clemente,224032,Jérémie Porsan-Clemente
26433,Jérémy  Cordoval,106225,Jeremy Cordoval,215388,Jérémy Cordoval
301013,Jérémy  Gelin,288237,Jeremy Gelin,231263,Jérémy Gélin
29137,Jérémy  Grimm,56294,Jeremy Grimm,235041,Jérémy Grimm
25557,Jérémy  Morel,23960,Jeremy Morel,139860,Jérémy Morel
25415,Jérémy  Pied,60583,Jeremy Pied,183916,Jérémy Pied
25883,Jérémy  Sorbon,56820,Jeremy Sorbon,167936,Jérémy Sorbon
3573,Jérémy  Toulalan,5513,Jeremy Toulalan,112253,Jérémy Toulalan
14716,Jérôme  Boateng,26485,Jerome Boateng,183907,Jérôme Boateng
17136,Jérôme  Gondorf,77108,Jerome Gondorf,211907,Jérôme Gondorf
229078,Jérôme  Prior,238720,Jerome Prior,222411,Jérôme Prior
25457,Jérôme  Roussillon,127076,Jerome Roussillon,202562,Jérôme Roussillon
58105,Jón Daði  Böðvarsson,-1,,212992,Jón Daði Böðvarsson
27354,Júlio  Tavares,216426,Julio Tavares,210722,Julio Tavares
213308,Júnior Osmar Ignacio   Alonso Mujica,-1,,-1,
120,Jürgen  Locadia,166240,Jurgen Locadia,204366,Jürgen Locadia
425925,Kai  Havertz,309400,Kai Havertz,235790,Kai Havertz
25726,Kalidou  Koulibaly,93128,Kalidou Koulibaly,201024,Kalidou Koulibaly
25444,Kalifa  Coulibaly,184935,Kalifa Coulibaly,206141,Kalifa Coulibaly
21097,Kamil  Glik,46552,Kamil Glik,190547,Kamil Glik
33032,Kamil  Grosicki,37920,Kamil Grosicki,177922,Kamil Grosicki
442310,Kane  Wilson,392774,Kane Wilson,235618,Kane Wilson
21235,Karamoko  Cissé,65635,Karamoko Cisse,178150,Karamoko Cissé
260001,Karim  Achahbar,290770,Karim Achahbar,223951,Karim Achahbar
79149,Karim  Ansarifard,133838,Karim Ansarifard,197136,Karim Ansarifard
28866,Karim  Azamoum,275361,Karim Azamoum,216237,Karim Azamoum
14786,Karim  Bellarabi,61087,Karim Bellarabi,202857,Karim Bellarabi
3321,Karim  Benzema,18922,Karim Benzema,165153,Karim Benzema
142,Karim  El Ahmadi Al Aroos,25523,Karim El Ahmadi,162329,Karim El Ahmadi
14992,Karim  Guédé,10885,Karim Guede,177036,Karim Guédé
66654,Karim  Onisiwo,119234,Karim Onisiwo,229071,Karim Onisiwo
8309,Karim  Rekik,182579,Karim Rekik,205193,Karim Rekik
8826,Karl  Darlow,99397,Karl Darlow,193331,Karl Darlow
26638,Karl  Toko Ekambi,315110,Karl Toko Ekambi,224069,Karl Toko-Ekambi
50771,Karl-Johan  Johnsson,112822,Karl Johan Johnsson,190120,Karl-Johan Johnsson
386656,Karlo  Butić,388121,Karlo Butic,234877,Fabijan Buntić
138174,Karol  Linetty,225873,Karol Linetty,211408,Karol Linetty
279709,Kasey  Palmer,258216,Kasey Palmer,225441,Kasey Palmer
281254,Kasper  Dolberg,283196,Kasper Dolberg,228687,Kasper Dolberg
8480,Kasper  Schmeichel,16911,Kasper Schmeichel,163587,Kasper Schmeichel
279721,Kaylen  Hinds,290788,Kaylen Hinds,225784,Kaylen Hinds
368352,Kazaiah  Sterling,357397,Kazaiah Sterling,235736,Kazaiah Sterling
244335,Keagan  Dolly,234006,Keagan Dolly,225139,Keagan Dolly
286030,Keidi  Bare,295622,Keidi Bare,237184,Keidi Bare
8515,Keiren  Westwood,15164,Keiren Westwood,50598,Darren Bent
101592,Keisuke  Honda,66521,Keisuke Honda,186581,Keisuke Honda
256480,Keita  Baldé Diao,238752,Keita Balde,215785,Keita Baldé Diao
285508,Kelechi Promise  Iheanacho,-1,,225719,Kelechi Iheanacho
352986,Kelvin  Amian Adou,344072,Kelvin Amian,231235,Kelvin Amian Adou
165431,Kenan  Karaman,119557,Kenan Karaman,212240,Kenan Karaman
6292,Kenan  Kodro,197126,Kenan Kodro,211068,Kenan Kodro
125575,Kendall Jamaal  Waston Manley,-1,,216811,Kendall Waston
125287,Kenner  Gutiérrez Cerdas,-1,,-1,
12,Kenneth Josiah  Omeruo,131708,Kenneth Omeruo,207624,Kenneth Omeruo
26498,Kenny  Lala,174196,Kenny Lala,204105,Kenny Lala
453631,Kenny  Rocha Santos,476527,Kenny Rocha Santos,236846,Kenny Rocha Santos
1712,Kenny  Tete,206746,Kenny Tete,216266,Kenny Tete
3397,Kepa  Arrizabalaga Revuelta,192279,Kepa Arrizabalaga,206585,Kepa Arrizabalaga
221333,Kerem  Demirbay,125858,Kerem Demirbay,211748,Kerem Demirbay
399708,Keshi  Anderson,353674,Keshi Anderson,227686,Keshi Anderson
134392,Kevin  Akpoguma,160241,Kevin Akpoguma,211856,Kevin Akpoguma
289827,Kevin  Bonifazi,247377,Kevin Bonifazi,235290,Kevin Bonifazi
366217,Kevin  Danso,263236,Kevin Danso,237985,Kevin Danso
38021,Kevin  De Bruyne,88755,Kevin De Bruyne,192985,Kevin De Bruyne
25445,Kevin  Gameiro,27389,Kevin Gameiro,176600,Kévin Gameiro
16110,Kevin  Kampl,53418,Kevin Kampl,195365,Kevin Kampl
333913,Kevin  Lasagna,131951,Kevin Lasagna,224933,Kevin Lasagna
10108,Kevin  Long,111114,Kevin Long,-1,
92922,Kevin  Mirallas,33639,Kevin Mirallas,172175,Kevin Mirallas
331923,Kevin  N'Doram,342209,Kevin Ndoram,229011,Kévin N'Doram
26603,Kevin  Rimane,93751,Kevin Rimane,-1,
114,Kevin  Strootman,68864,Kevin Strootman,189712,Kevin Strootman
15062,Kevin  Trapp,45672,Kevin Trapp,188943,Kevin Trapp
14842,Kevin  Vogt,84435,Kevin Vogt,192641,Kevin Vogt
15231,Kevin  Volland,82009,Kevin Volland,200610,Kevin Volland
65254,Kevin  Wimmer,122675,Kevin Wimmer,209997,Kevin Wimmer
20402,Kevin-Prince  Boateng,16922,Kevin Prince Boateng,173909,Kevin-Prince Boateng
3915,Keylor  Navas Gamboa,79422,Keylor Navas,193041,Keylor Navas
133897,Khadim  N'Diaye,-1,,-1,
29625,Khalid  Boutaïb,231941,Khalid Boutaib,210439,Khalid Boutaïb
3710,Khouma  El Hadji Babacar,124902,Khouma Babacar,197231,Khouma Babacar
7853,Kieran   Gibbs,44792,Kieran Gibbs,186115,Kieran Gibbs
8945,Kieran  Trippier,95810,Kieran Trippier,186345,Kieran Trippier
391449,Killian  Jakob,324760,Kilian Jakob,236675,Kilian Jakob
372627,Killian  Sanson,411379,Killian Sanson,231842,Killian Sanson
25408,Kim  Källström,3730,Kim Kallstrom,176631,Benny Lekström
231139,Kingsley  Coman,243714,Kingsley Coman,213345,Kingsley Coman
3305,Kléper  Laveran Lima Ferreira,-1,,120533,Képler Laveran Lima Ferreira
15795,Koen  Casteels,108880,Koen Casteels,192984,Koen Casteels
66,Kolbeinn  Sigþórsson,52246,Kolbeinn Sigthorsson,184255,Kolbeinn Sigþórsson
282804,Konrad  Laimer,223967,Konrad Laimer,225375,Konrad Laimer
15039,Konstantin  Rausch,45668,Konstantin Rausch,186274,Konstantin Rausch
92966,Konstantinos  Manolas,104752,Konstantinos Manolas,-1,
413002,Konstantinos  Mavropanos,415912,Konstantinos Mavropanos,239845,Konstantinos Galanopoulos
93331,Konstantinos  Mitroglou,34944,Konstantinos Mitroglou,183483,Konstantinos Mitroglou
92947,Konstantinos  Stafylidis,148967,Konstantinos Stafylidis,202151,Konstantinos Stafylidis
101813,Kornel  Saláta,74725,Kornel Salata,-1,
137653,Kosuke  Nakamura,165794,Kosuke Nakamura,232562,Kosuke Nakamura
372904,Kouadio Yves  Dabila,503740,Kouadio Yves Dabila,239363,Kouadio-Yves Dabila
408052,Kouakou Hervé  Koffi,415383,Herve Koffi,239342,Hervé Koffi
658,Kristiano Samuel  Armenteros Nunez Mendoza Jansson,55751,Samuel Armenteros,189723,Samuel Armenteros
149151,Kristoffer  Nordfeldt,75890,Kristoffer Nordfeldt,192129,Kristoffer Nordfeldt
354,Krisztián  Németh,48262,Krisztian Nemeth,182130,Krisztián Németh
99446,Krzysztof  Mączyński,54287,Inal Getigezhev,174669,Krzysztof Mączyński
25854,Kurt Happy  Zouma,157509,Kurt Zouma,204311,Kurt Zouma
20588,Kwadwo  Asamoah,63531,Kwadwo Asamoah,186832,Kwadwo Asamoah
253456,Kwame  Yeboah,187383,Kwame Yeboah,213369,Kwame Yeboah
404209,Kwang-Song  Han,402193,Kwang Song Han,238232,Kwang Song Han
223546,Kwasi Okyere  Wriedt,154819,Kwasi Wriedt,213949,Kwasi Okyere Wriedt
61979,Kyle  Bartley,67421,Kyle Bartley,186158,Kyle Bartley
491343,Kyle  Jameson,494684,Kyle Jameson,238073,Kyle Jameson
62001,Kyle  Lafferty,36884,Kyle Lafferty,166844,Kyle Lafferty
8336,Kyle  Naughton,-1,,186598,Kyle Naughton
291594,Kyle  Scott,258888,Kyle Scott,232757,Kyle Scott
515791,Kyle  Taylor,562254,Kyle Taylor,-1,
8277,Kyle  Walker,95424,Kyle Walker,188377,Kyle Walker
402884,Kyle  Walker-Peters,341051,Kyle Walker Peters,227927,Kyle Walker-Peters
353833,Kylian  Mbappé Lottin,342229,Kylian Mbappe,231747,Kylian Mbappé
14857,Kyriakos  Papadopoulos,58489,Kyriakos Papadopoulos,184477,Kyriakos Papadopoulos
62221,Kári  Árnason,30338,Kari Arnason,166851,Kári Árnason
26665,Kévin  Bérigaud,98351,Kevin Berigaud,198819,Kévin Bérigaud
144867,Kévin  Malcuit,126711,Kevin Malcuit,198949,Kévin Malcuit
26042,Kévin  Monnet-Paquet,44045,Kevin Monnet Paquet,177712,Kévin Monnet-Paquet
25643,Kévin  Théophile Catherine,60603,Kevin Theophile Catherine,190868,Kévin Théophile-Catherine
493415,Kévin Lucien  Zohi,524929,Kevin Zohi,240730,Kevin Zohi
209012,Kévin Manuel  Rodrigues,206947,Kevin Rodrigues,209289,Kevin Rodrigues
366374,Kévin Olivier  Soni,353959,Kevin Soni,228357,Kévin Soni
101795,Lacina  Traoré,-1,,199074,Lacina Traoré
82266,Ladislav  Krejčí,140206,Ladislav Krejci,201215,Ladislav Krejčí
26022,Lamine  Gassama,60539,Lamine Gassama,189944,Lamine Gassama
26046,Landry  Bonnefoi,19119,Landry Bonnefoi,137862,Landry Bonnefoi
285727,Landry Nany  Dimata,311489,Landry Dimata,231745,Landry Dimata
14781,Lars  Bender,30059,Lars Bender,177457,Lars Bender
15051,Lars  Stindl,48298,Lars Stindl,187072,Lars Stindl
433100,Lars Lukas  Mai,345780,Lars Lukas Mai,240329,Berkan Taz
366760,Lassana  Coulibaly,386552,Lassana Coulibaly,230107,Lassana Coulibaly
3315,Lassana  Diarra,23914,Lassana Diarra,53760,Sigamary Diarra
405,Lasse  Schöne,34784,Lasse Schone,172143,Lasse Schøne
399564,Lasse  Sørensen,357967,Lasse Sorensen,234472,Mads Bech Sorensen
38075,Laurent  Ciman,22338,Laurent Ciman,157678,Laurent Ciman
38377,Laurent  Depoitre,90583,Laurent Depoitre,212933,Laurent Depoitre
7855,Laurent  Koscielny,76277,Laurent Koscielny,165229,Laurent Koscielny
25986,Laurent  Pionnier,5686,Laurent Pionnier,120306,Laurent Pionnier
353240,Layton  Ndukwu,314284,Layton Ndukwu,235076,Layton Ndukwu
134540,Layvin  Kurzawa,126710,Layvin Kurzawa,201510,Layvin Kurzawa
134702,Leander  Dendoncker,168157,Leander Dendoncker,212501,Leander Dendoncker
40538,Leandro  Castán da Silva,54929,Leandro Castan,172610,Leandro Castán da Silva
86319,Leandro  Chichizola,95736,Leandro Chichizola,191628,Leandro Chichizola
3885,Leandro Daniel  Cabrera Sasía,102423,Leandro Cabrera,192816,Leandro Cabrera
363994,Leandro Henrique  do Nascimento,-1,,230740,Leandro Henrique Nascimento
366546,Lebo  Mothiba,427161,Lebo Mothiba,237631,Lebo Mothiba
256706,Lebogang  Phiri,253316,Lebogang Phiri,213725,Lebogang Phiri
22323,Ledian  Memushaj,139634,Ledian Memushaj,201220,Ledian Memushaj
8935,Lee  Grant,13460,Lee Grant,53739,Lee Grant
8887,Lee  Hodson,110356,Lee Hodson,193357,Lee Hodson
8239,Leighton  Baines,13507,Leighton Baines,163631,Leighton Baines
470517,Lemouya  Goudiaby,468929,Lemouya Goudiaby,236590,Lemouya Goudiaby
253843,Leo  Weinkauf,196427,Leo Weinkauf,238792,Leon Jensen
134387,Leon   Goretzka,153084,Leon Goretzka,209658,Leon Goretzka
388267,Leon  Bailey Butler,387626,Leon Bailey,229906,Leon Bailey
77550,Leon  Britton,40043,Leon Britton,140415,Leon Britton
16443,Leon-Aderemi  Balogun,56100,Leon Balogun,188182,Leon Balogun
15317,Leonardo  Bittencourt,93844,Leonardo Bittencourt,203106,Leonardo Bittencourt
20459,Leonardo  Bonucci,39983,Leonardo Bonucci,184344,Leonardo Bonucci
134429,Leonardo  Capezzi,84442,Leonardo Capezzi,210548,Leonardo Capezzi
7623,Leonardo  Carrilho Baptistão,-1,,205976,Leonardo Carrilho Baptistão
443962,Leonardo  Loria,386567,Leonardo Loria,235880,Leonardo Marson
392384,Leonardo  Marson,347353,Leonardo Marson,235880,Leonardo Marson
484931,Leonardo  Miramar Rocha,479675,Leonardo Rocha,240847,Leonardo Miramar Rocha
22933,Leonardo  Pavoletti,64793,Leonardo Pavoletti,205850,Leonardo Pavoletti
410024,Leonardo  Rivoira,297649,Leonardo Rivoira,235880,Leonardo Marson
190167,Leonardo  Spinazzola,118689,Leonardo Spinazzola,202884,Leonardo Spinazzola
256854,Leonardo Gabriel  Suárez,-1,,225591,Leonardo Suárez
125510,Leonel  Moreira Ledezma,-1,,-1,
262,Leroy  Fer,63342,Leroy Fer,186351,Leroy Fer
245364,Leroy  Sané,192565,Leroy Sane,222492,Leroy Sané
531655,Levi  Lumeka,537182,Levi Lumeka,234614,Levi Lumeka
223560,Levin Mete  Öztunali,168543,Levin Oztunali,213134,Levin Öztunali
302518,Lewis  Cook,249089,Lewis Cook,224294,Lewis Cook
9097,Lewis  Dunk,148153,Lewis Dunk,199915,Lewis Dunk
14864,Lewis Harry  Holtby,55508,Lewis Holtby,188154,Lewis Holtby
9622,Liam  Rosenior,15166,Liam Rosenior,152723,Liam Rosenior
426704,Lilian  Fournier,545576,Lilian Fournier,241521,Lilian Fournier
448215,Linton  Maina,335103,Linton Maina,-1,
3359,Lionel Andrés  Messi Cuccittini,28003,Lionel Messi,158023,Lionel Messi
26084,Lionel Jules  Carole,11530,Lionel Carole,201041,Lionel Carole
86785,Lisandro Ezequiel  López,125019,Lisandro Lopez,215051,Lisandro López
350569,Lorenco  Šimić,226093,Lorenco Simic,237594,Lorenco Šimić
536520,Lorenzo  Bruzzi,397728,Lorenzo Bruzzi,240779,Marco Meli
347198,Lorenzo  Callegari,362344,Lorenzo Callegari,229195,Lorenzo Callegari
20526,Lorenzo  Crisetig,110928,Lorenzo Crisetig,197926,Lorenzo Crisetig
20927,Lorenzo  De Silvestri,33571,Lorenzo De Silvestri,170320,Lorenzo De Silvestri
21678,Lorenzo  Del Pinto,244061,Lorenzo Del Pinto,235702,Lorenzo Del Pinto
21385,Lorenzo  Insigne,133964,Lorenzo Insigne,198219,Lorenzo Insigne
422570,Lorenzo  Peli,459149,Lorenzo Peli,-1,
328333,Lorenzo  Pellegrini,286297,Lorenzo Pellegrini,228251,Lorenzo Pellegrini
21006,Lorenzo  Tonelli,111347,Lorenzo Tonelli,201049,Lorenzo Tonelli
475573,Lorenzo  Valeau,357178,Lorenzo Valeau,236768,Lorenzo Grossi
284960,Lorenzo  Venuti,240219,Lorenzo Venuti,220509,Lorenzo Venuti
364820,Lorenzo Jesús  Morón García,354741,Loren Moron,-1,
20555,Lorik Agim  Cana,12149,Lorik Cana,-1,
15175,Loris  Karius,85864,Loris Karius,203775,Loris Karius
504037,Louis Jordan   Beyer,403898,Jordan Beyer,239777,Luis Klante
69353,Lovre  Kalinić,46405,Lovre Kalinic,-1,
353821,Loïc  Badiashile Mukinayi,342202,Loic Badiashile,235582,Loïc Badiashile
25864,Loïc  Perrin,22390,Loic Perrin,159147,Loïc Perrin
26068,Loïc  Puyo,170916,Loic Puyo,202548,Loïc Puyo
25577,Loïc  Rémy,45121,Loic Remy,179527,Loïc Rémy
25428,Loïck  Landre,164912,Loick Landre,202002,Loïck Landre
217878,Loïs  Diony,126552,Lois Diony,212350,Loïs Diony
21872,Luca  Antei,146743,Luca Antei,205529,Luca Antei
21272,Luca  Antonelli,45565,Luca Antonelli,173204,Luca Antonelli
20704,Luca  Caldirola,88680,Luca Caldirola,199776,Luca Caldirola
21639,Luca  Ceppitelli,102745,Luca Ceppitelli,205553,Luca Ceppitelli
20850,Luca  Cigarini,33218,Luca Cigarini,173146,Luca Cigarini
256479,Luca  Crecco,228604,Luca Crecco,213957,Luca Crecco
472938,Luca  Crosta,265077,Luca Crosta,238847,Luca Crosta
546356,Luca  Gagliano,396682,Luca Gagliano,241839,Luca Gagliano
238832,Luca  Garritano,205677,Luca Garritano,212446,Luca Garritano
292310,Luca  Mazzitelli,226025,Luca Mazzitelli,221331,Luca Mazzitelli
22864,Luca  Mora,110338,Luca Mora,235164,Luca Mora
397239,Luca  Pellegrini,346567,Luca Pellegrini,-1,
523086,Luca  Ranieri,346561,Luca Ranieri,240777,Luca Ranieri
20655,Luca  Rigoni,22210,Luca Rigoni,138918,Luca Rigoni
23386,Luca  Rizzo,167895,Luca Rizzo,219758,Luca Rizzo
20776,Luca  Rossettini,60128,Luca Rossettini,185163,Luca Rossettini
546326,Luca  Seri,464303,Luca Seri,-1,
360778,Luca  Sparandeo,355924,Luca Sparandeo,236960,Luca Maniero
262384,Luca  Vido,264514,Luca Vido,237544,Luca Vido
447505,Luca  Zanimacchia,407265,Luca Zanimacchia,235935,Luca Zanimacchia
352985,Luca Zinedine  Zidane,283489,Luca Zidane,240311,Luca Zidane
279545,Lucas   Hernández Pi,281963,Lucas Hernandez,220814,Lucas Hernández
86301,Lucas   Nahuel Castro,105892,Lucas Castro,205633,Lucas Castro
7965,Lucas   Pezzini Leiva,41414,Lucas Leiva,176266,Lucas Pezzini Leiva
26314,Lucas  Deaux,57372,Lucas Deaux,178051,Lucas Deaux
25701,Lucas  Digne,126664,Lucas Digne,200458,Lucas Digne
271990,Lucas  Höler,248999,Lucas Holer,234875,Lucas Höler
105541,Lucas  Pérez Martínez,73185,Lucas Perez,199354,Lucas Pérez Martínez
40765,Lucas  Rodrigues Moura da Silva,77100,Lucas Moura,200949,Lucas Rodrigues M. Silva
333571,Lucas  Torreira Di Pascua,318077,Lucas Torreira,223959,Lucas Torreira
342743,Lucas  Tousart,353948,Lucas Tousart,227234,Lucas Tousart
4498,Lucas  Vázquez Iglesias,221316,Lucas Vazquez,208618,Lucas Vázquez Iglesias
334817,Lucas Ariel  Boyé,334222,Lucas Boye,222041,Lucas Boyé
86338,Lucas Ariel  Ocampos,189441,Lucas Ocampos,205632,Lucas Ocampos
86489,Lucas Nicolás  Alario,193782,Lucas Alario,215353,Lucas Alario
40301,Lucas Pedro  Alves De Lima,182323,Lucas Lima,207924,Lucas Pedro Alves de Lima
37732,Lucas Rodrigo  Biglia,26721,Lucas Biglia,158963,Lucas Biglia
83752,Lucian Iulian  Sânmărtean,-1,,-1,
179,Luciano  Narsingh,72462,Luciano Narsingh,192362,Luciano Narsingh
86307,Luciano  Vietto,214316,Luciano Vietto,207441,Luciano Vietto
25625,Ludovic  Baal,39913,Ludovic Baal,177481,Ludovic Baal
340920,Ludovic  Blas,288225,Ludovic Blas,231102,Ludovic Blas
26869,Ludovic  Butelle,12029,Ludovic Butelle,49472,Ludovic Butelle
25589,Ludovic Lamine  Sané,93758,Lamine Sane,192333,Lamine Sané
22817,Luigi  Sepe,99254,Luigi Sepe,191011,Luigi Sepe
5472,Luis  Hernández Rodríguez,62945,Luis Hernandez,205590,Luís Hernández Rodríguez
540634,Luis  Ndreu,495200,Luis Ndreu,-1,
3484,Luis Alberto  Romero Alconchel,128220,Luis Alberto,198706,Luis Alberto Romero Alconchel
7972,Luis Alberto  Suárez Díaz,44352,Luis Suarez,176580,Luis Suárez
7938,Luis Antonio  Valencia Mosquera,33544,Antonio Valencia,167905,Antonio Valencia
70451,Luis Carlos  Correia Pinto,56777,Luisinho,180359,Luis Carlos Correia Pinto
131862,Luis Carlos  Ovalle Victoria,-1,,187259,Luis Carlos Ovalle
114864,Luis Carlos  Tejada Hansell,-1,,-1,
20764,Luis Fernando  Muriel Fruto,119228,Luis Muriel,214114,Luis Carlos Murillo
114709,Luis Jan Piers  Advíncula Castrillón,-1,,204539,Luis Advíncula
217834,Luis Miguel  Quezada Sánchez,282428,Luismi Quezada,-1,
250134,Luiz  de Araújo Guimarães Neto,435485,Luiz Araujo,234128,Luiz Araújo
376362,Luiz Felipe  Ramos Marchi,457931,Luiz Felipe,236355,Luiz Felipe Ramos Marchi
14722,Luiz Gustavo  Dias,10471,Luiz Gustavo,185221,Luiz Gustavo Dias
258264,Luka  Jović,257462,Luka Jović,232432,Luka Jović
362013,Luka  Marković,466124,Luka Markovic,-1,
127537,Luka  Milivojević,74300,Luka Milivojevic,206304,Luka Milivojević
8287,Luka  Modrić,27992,Luka Modric,177003,Luka Modrić
65124,Lukas  Hinterseer,59054,Lukas Hinterseer,200433,Lukas Hinterseer
258252,Lukas  Klostermann,215599,Lukas Klostermann,222331,Lukas Klostermann
272338,Lukas  Klünter,282577,Lukas Klunter,229487,Lukas Klünter
18670,Lukas  Kübler,93604,Lukas Kubler,208335,Lukas Kübler
56441,Lukas  Lerager,167105,Lukas Lerager,217605,Lukas Lerager
353241,Lukas  Nmecha,314288,Lukas Nmecha,230084,Lukas Nmecha
15291,Lukas  Podolski,15185,Lukas Podolski,150516,Lukas Podolski
15942,Lukas  Rupp,82863,Lukas Rupp,200469,Lukas Rupp
9939,Luke  Garbutt,110860,Luke Garbutt,192319,Luke Garbutt
